ID,Items,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),Smeltable,Fuel Duration,Renewable
granite_slab,Granite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
andesite_slab,Andesite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_nether_brick_slab,Red Nether Brick Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_andesite_slab,Polished Andesite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
diorite_slab,Diorite Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cobbled_deepslate_slab,Cobbled Deepslate Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
polished_deepslate_slab,Polished Deepslate Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_brick_slab,Deepslate Brick Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
deepslate_tile_slab,Deepslate Tile Slab,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
scaffolding,Scaffolding,64,1,1,,,Inedible,0,4,1,4,1,,No,2,1
redstone,Redstone Dust,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
redstone_torch,Redstone Torch,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
redstone_block,Block of Redstone,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
repeater,Redstone Repeater,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
comparator,Redstone Comparator,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
piston,Piston,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sticky_piston,Sticky Piston,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
slime_block,Slime Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
honey_block,Honey Block,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
observer,Observer,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
hopper,Hopper,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dispenser,Dispenser,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
dropper,Dropper,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lectern,Lectern,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
target,Target,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lever,Lever,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lightning_rod,Lightning Rod,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
daylight_detector,Daylight Detector,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
sculk_sensor,Sculk Sensor,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
tripwire_hook,Tripwire Hook,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
trapped_chest,Trapped Chest,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
tnt,TNT,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
redstone_lamp,Redstone Lamp,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
note_block,Note Block,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
stone_button,Stone Button,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_blackstone_button,Polished Blackstone Button,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_button,Oak Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
spruce_button,Spruce Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
birch_button,Birch Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
jungle_button,Jungle Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
acacia_button,Acacia Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
dark_oak_button,Dark Oak Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
mangrove_button,Mangrove Button,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
crimson_button,Crimson Button,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_button,Warped Button,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
stone_pressure_plate,Stone Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
polished_blackstone_pressure_plate,Polished Blackstone Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_weighted_pressure_plate,Light Weighted Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
heavy_weighted_pressure_plate,Heavy Weighted Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_pressure_plate,Oak Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
spruce_pressure_plate,Spruce Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
birch_pressure_plate,Birch Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
jungle_pressure_plate,Jungle Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
acacia_pressure_plate,Acacia Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
dark_oak_pressure_plate,Dark Oak Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
mangrove_pressure_plate,Mangrove Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
crimson_pressure_plate,Crimson Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_pressure_plate,Warped Pressure Plate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
iron_door,Iron Door,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_door,Oak Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
spruce_door,Spruce Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
birch_door,Birch Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
jungle_door,Jungle Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
acacia_door,Acacia Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
dark_oak_door,Dark Oak Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
mangrove_door,Mangrove Door,64,1,1,,,Inedible,0,4,1,4,1,,No,10,1
crimson_door,Crimson Door,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_door,Warped Door,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
iron_trapdoor,Iron Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_trapdoor,Oak Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
spruce_trapdoor,Spruce Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
birch_trapdoor,Birch Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
jungle_trapdoor,Jungle Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
acacia_trapdoor,Acacia Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
dark_oak_trapdoor,Dark Oak Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
mangrove_trapdoor,Mangrove Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
crimson_trapdoor,Crimson Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_trapdoor,Warped Trapdoor,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
oak_fence_gate,Oak Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
spruce_fence_gate,Spruce Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
birch_fence_gate,Birch Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
jungle_fence_gate,Jungle Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
acacia_fence_gate,Acacia Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
dark_oak_fence_gate,Dark Oak Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
mangrove_fence_gate,Mangrove Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,15,1
crimson_fence_gate,Crimson Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_fence_gate,Warped Fence Gate,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
powered_rail,Powered Rail,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
detector_rail,Detector Rail,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
rail,Rail,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
activator_rail,Activator Rail,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
saddle,Saddle,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
minecart,Minecart,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
chest_minecart,Minecart with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
furnace_minecart,Minecart with Furnace,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
tnt_minecart,Minecart with TNT,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
hopper_minecart,Minecart with Hopper,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
carrot_on_a_stick,Carrot on a Stick,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_fungus_on_a_stick,Warped Fungus on a Stick,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
elytra,Elytra,1,1,1,,,Inedible,0,4,1,4,1,,No,,0
oak_boat,Oak Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
oak_chest_boat,Oak Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
spruce_boat,Spruce Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
spruce_chest_boat,Spruce Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
birch_boat,Birch Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
birch_chest_boat,Birch Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
jungle_boat,Jungle Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
jungle_chest_boat,Jungle Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
acacia_boat,Acacia Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
acacia_chest_boat,Acacia Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
dark_oak_boat,Dark Oak Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
dark_oak_chest_boat,Dark Oak Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
mangrove_boat,Mangrove Boat,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
mangrove_chest_boat,Mangrove Boat with Chest,1,1,1,,,Inedible,0,4,1,4,1,,No,60,1
turtle_helmet,Turtle Shell,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
scute,Scute,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
flint_and_steel,Flint and Steel,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
apple,Apple,64,1,1,4,2.4,None,0,4,1,4,1,,No,,1
bow,Bow,1,1,1,,,Inedible,0,4,1,4,1,,No,15,1
arrow,Arrow,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
coal,Coal,64,1,1,,,Inedible,0,4,1,4,1,,No,80,1
charcoal,Charcoal,64,1,1,,,Inedible,0,4,1,4,1,,No,80,1
diamond,Diamond,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
emerald,Emerald,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lapis_lazuli,Lapis Lazuli,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
quartz,Nether Quartz,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
amethyst_shard,Amethyst Shard,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
raw_iron,Raw Iron,64,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,0
iron_ingot,Iron Ingot,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
raw_copper,Raw Copper,64,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,0
copper_ingot,Copper Ingot,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
raw_gold,Raw Gold,64,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,0
gold_ingot,Gold Ingot,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
netherite_ingot,Netherite Ingot,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
netherite_scrap,Netherite Scrap,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
wooden_sword,Wooden Sword,1,1,1,,,Inedible,1,1.6,4,6.4,1.5,0.625,No,10,1
wooden_shovel,Wooden Shovel,1,1,1,,,Inedible,1,1,2.5,2.5,2,1,No,10,1
wooden_pickaxe,Wooden Pickaxe,1,1,1,,,Inedible,1,1.2,2,2.4,2,0.833,No,10,1
wooden_axe,Wooden Axe,1,1,1,,,Inedible,1,0.8,7,5.6,2,1.25,No,10,1
wooden_hoe,Wooden Hoe,1,1,1,,,Inedible,1,1,1,1,2,1,No,10,1
stone_sword,Stone Sword,1,1,1,,,Inedible,1,1.6,5,8,1.5,0.625,No,,1
stone_shovel,Stone Shovel,1,1,1,,,Inedible,1,1,3.5,3.5,4,1,No,,1
stone_pickaxe,Stone Pickaxe,1,1,1,,,Inedible,1,1.2,3,3.6,4,0.833,No,,1
stone_axe,Stone Axe,1,1,1,,,Inedible,1,0.8,9,7.2,4,1.25,No,,1
stone_hoe,Stone Hoe,1,1,1,,,Inedible,1,2,1,2,4,0.5,No,,1
golden_sword,Golden Sword,1,1,1,,,Inedible,1,1.6,4,6.4,1.5,0.625,With Blast Furnace,,1
golden_shovel,Golden Shovel,1,1,1,,,Inedible,1,1,2.5,2.5,12,1,With Blast Furnace,,1
golden_pickaxe,Golden Pickaxe,1,1,1,,,Inedible,1,1.2,2,2.4,12,0.833,With Blast Furnace,,1
golden_axe,Golden Axe,1,1,1,,,Inedible,1,1,7,7,12,1,With Blast Furnace,,1
golden_hoe,Golden Hoe,1,1,1,,,Inedible,1,1,1,1,12,1,With Blast Furnace,,1
iron_sword,Iron Sword,1,1,1,,,Inedible,1,1.6,6,9.6,1.5,0.625,With Blast Furnace,,1
iron_shovel,Iron Shovel,1,1,1,,,Inedible,1,1,4.5,4.5,6,1,With Blast Furnace,,1
iron_pickaxe,Iron Pickaxe,1,1,1,,,Inedible,1,1.2,4,4.8,6,0.833,With Blast Furnace,,1
iron_axe,Iron Axe,1,1,1,,,Inedible,1,0.9,9,8.1,6,1.111,With Blast Furnace,,1
iron_hoe,Iron Hoe,1,1,1,,,Inedible,1,3,1,3,6,0.333,With Blast Furnace,,1
diamond_sword,Diamond Sword,1,1,1,,,Inedible,1,1.6,7,11.2,1.5,0.625,No,,1
diamond_shovel,Diamond Shovel,1,1,1,,,Inedible,1,1,5.5,5.5,8,1,No,,1
diamond_pickaxe,Diamond Pickaxe,1,1,1,,,Inedible,1,1.2,5,6,8,0.833,No,,1
diamond_axe,Diamond Axe,1,1,1,,,Inedible,1,1,9,9,8,1,No,,1
diamond_hoe,Diamond Hoe,1,1,1,,,Inedible,1,4,1,4,8,0.25,No,,1
netherite_sword,Netherite Sword,1,1,1,,,Inedible,1,1.6,8,12.8,1.5,0.625,No,,0
netherite_shovel,Netherite Shovel,1,1,1,,,Inedible,1,1,6.5,6.5,9,1,No,,0
netherite_pickaxe,Netherite Pickaxe,1,1,1,,,Inedible,1,1.2,6,7.2,9,0.833,No,,0
netherite_axe,Netherite Axe,1,1,1,,,Inedible,1,1,10,10,9,1,No,,0
netherite_hoe,Netherite Hoe,1,1,1,,,Inedible,1,4,1,4,9,0.25,No,,0
stick,Stick,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
bowl,Bowl,64,1,1,,,Inedible,0,4,1,4,1,,No,5,1
mushroom_stew,Mushroom Stew,1,1,1,6,7.2,None,0,4,1,4,1,,No,,1
string,String,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
feather,Feather,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gunpowder,Gunpowder,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
wheat_seeds,Wheat Seeds,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
wheat,Wheat,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bread,Bread,64,1,1,5,6,None,0,4,1,4,1,,No,,1
leather_helmet,Leather Cap,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
leather_chestplate,Leather Tunic,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
leather_leggings,Leather Pants,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
leather_boots,Leather Boots,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
chainmail_helmet,Chainmail Helmet,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
chainmail_chestplate,Chainmail Chestplate,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
chainmail_leggings,Chainmail Leggings,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
chainmail_boots,Chainmail Boots,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
iron_helmet,Iron Helmet,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
iron_chestplate,Iron Chestplate,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
iron_leggings,Iron Leggings,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
iron_boots,Iron Boots,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
diamond_helmet,Diamond Helmet,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
diamond_chestplate,Diamond Chestplate,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
diamond_leggings,Diamond Leggings,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
diamond_boots,Diamond Boots,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
golden_helmet,Golden Helmet,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
golden_chestplate,Golden Chestplate,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
golden_leggings,Golden Leggings,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
golden_boots,Golden Boots,1,1,1,,,Inedible,0,4,1,4,1,,With Blast Furnace,,1
netherite_helmet,Netherite Helmet,1,1,1,,,Inedible,0,4,1,4,1,,No,,0
netherite_chestplate,Netherite Chestplate,1,1,1,,,Inedible,0,4,1,4,1,,No,,0
netherite_leggings,Netherite Leggings,1,1,1,,,Inedible,0,4,1,4,1,,No,,0
netherite_boots,Netherite Boots,1,1,1,,,Inedible,0,4,1,4,1,,No,,0
flint,Flint,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
porkchop,Raw Porkchop,64,1,1,3,1.8,None,0,4,1,4,1,,With Smoker,,1
cooked_porkchop,Cooked Porkchop,64,1,1,8,12.8,None,0,4,1,4,1,,No,,1
painting,Painting,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
golden_apple,Golden Apple,64,1,1,4,9.6,Regeneration II for 5 seconds or Absorption for 2 minutes,0,4,1,4,1,,No,,1
enchanted_golden_apple,Enchanted Golden Apple,64,1,1,4,9.6,Regeneration II for 20 seconds and Absorption IV for 2 minutes and Resistance for 5 minutes and Fire Resistance for 5 minutes,0,4,1,4,1,,No,,0
oak_sign,Oak Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
spruce_sign,Spruce Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
birch_sign,Birch Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
jungle_sign,Jungle Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
acacia_sign,Acacia Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
dark_oak_sign,Dark Oak Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
mangrove_sign,Mangrove Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,10,1
crimson_sign,Crimson Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,,1
warped_sign,Warped Sign,16,1,1,,,Inedible,0,4,1,4,1,,No,,1
bucket,Bucket,16,1,1,,,Inedible,0,4,1,4,1,,No,,1
water_bucket,Water Bucket,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
lava_bucket,Lava Bucket,1,1,1,,,Inedible,0,4,1,4,1,,No,1000,1
powder_snow_bucket,Powder Snow Bucket,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
snowball,Snowball,16,1,1,,,Inedible,0,4,1,4,1,,No,,1
leather,Leather,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
milk_bucket,Milk Bucket,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
pufferfish_bucket,Bucket of Pufferfish,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
salmon_bucket,Bucket of Salmon,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
cod_bucket,Bucket of Cod,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
tropical_fish_bucket,Bucket of Tropical Fish,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
axolotl_bucket,Bucket of Axolotl,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
tadpole_bucket,Bucket of Tadpole,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
brick,Brick,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
clay_ball,Clay Ball,64,1,1,,,Inedible,0,4,1,4,1,,With Furnace Only,,1
dried_kelp_block,Dried Kelp Block,64,1,1,,,Inedible,0,4,1,4,1,,No,200,1
paper,Paper,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
book,Book,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
slime_ball,Slimeball,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
egg,Egg,16,1,1,,,Inedible,0,4,1,4,1,,No,,1
compass,Compass,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
recovery_compass,Recovery Compass,64,1,1,,,Inedible,0,4,1,4,1,,No,,0
fishing_rod,Fishing Rod,1,1,1,,,Inedible,0,4,1,4,1,,No,15,1
clock,Clock,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
spyglass,Spyglass,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
glowstone_dust,Glowstone Dust,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cod,Raw Cod,64,1,1,2,0.4,None,0,4,1,4,1,,With Smoker,,1
salmon,Raw Salmon,64,1,1,2,0.4,None,0,4,1,4,1,,With Smoker,,1
tropical_fish,Tropical Fish,64,1,1,1,0.2,None,0,4,1,4,1,,No,,1
pufferfish,Pufferfish,64,1,1,1,0.2,Hunger III for 15 seconds and Poison II for 60 seconds and Nausea for 15 seconds,0,4,1,4,1,,No,,1
cooked_cod,Cooked Cod,64,1,1,5,6,None,0,4,1,4,1,,No,,1
cooked_salmon,Cooked Salmon,64,1,1,6,9.6,None,0,4,1,4,1,,No,,1
ink_sac,Ink Sac,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
glow_ink_sac,Glow Ink Sac,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cocoa_beans,Cocoa Beans,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
white_dye,White Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_dye,Orange Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_dye,Magenta Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_dye,Light Blue Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_dye,Yellow Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_dye,Lime Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_dye,Pink Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_dye,Gray Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_dye,Light Gray Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_dye,Cyan Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_dye,Purple Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_dye,Blue Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_dye,Brown Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_dye,Green Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_dye,Red Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_dye,Black Dye,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bone_meal,Bone Meal,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
bone,Bone,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
sugar,Sugar,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
cake,Cake,1,1,1,14,2.8,None,0,4,1,4,1,,No,,1
white_bed,White Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
orange_bed,Orange Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
magenta_bed,Magenta Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_blue_bed,Light Blue Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
yellow_bed,Yellow Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
lime_bed,Lime Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
pink_bed,Pink Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
gray_bed,Gray Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
light_gray_bed,Light Gray Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
cyan_bed,Cyan Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
purple_bed,Purple Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
blue_bed,Blue Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
brown_bed,Brown Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
green_bed,Green Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
red_bed,Red Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
black_bed,Black Bed,1,1,1,,,Inedible,0,4,1,4,1,,No,,1
cookie,Cookie,64,1,1,2,0.4,None,0,4,1,4,1,,No,,1
filled_map,Map,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
shears,Shears,1,1,1,,,Inedible,0,4,1,4,5,,No,,1
melon_slice,Melon Slice,64,1,1,2,1.2,None,0,4,1,4,1,,No,,1
dried_kelp,Dried Kelp,64,1,1,1,0.6,None,0,4,1,4,1,,No,,1
pumpkin_seeds,Pumpkin Seeds,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
melon_seeds,Melon Seeds,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
beef,Raw Beef,64,1,1,3,1.8,None,0,4,1,4,1,,With Smoker,,1
cooked_beef,Steak,64,1,1,8,12.8,None,0,4,1,4,1,,No,,1
chicken,Raw Chicken,64,1,1,2,1.2,Hunger for 30 seconds (30% chance),0,4,1,4,1,,With Smoker,,1
cooked_chicken,Cooked Chicken,64,1,1,6,7.2,None,0,4,1,4,1,,No,,1
rotten_flesh,Rotten Flesh,64,1,1,4,0.8,Hunger for 30 seconds (80% chance),0,4,1,4,1,,No,,1
ender_pearl,Ender Pearl,16,1,1,,,Inedible,0,4,1,4,1,1,No,,1
blaze_rod,Blaze Rod,64,1,1,,,Inedible,0,4,1,4,1,,No,120,1
ghast_tear,Ghast Tear,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
gold_nugget,Gold Nugget,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
nether_wart,Nether Wart,64,1,1,,,Inedible,0,4,1,4,1,,No,,1
