ID,Items,Stackability,Survival Obtainable,Peaceful Obtainable,Hunger,Saturation,Effect When Eaten,Is Weapon,Attack Speed,Attack Damage,Damage Per Second,Breaking Speed,Cooldown (in seconds),XP From Smelting,Obtainable By Smelting,Smeltable,Fuel Duration,Renewable
light_gray_stained_glass,Light Gray Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cyan_stained_glass,Cyan Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
purple_stained_glass,Purple Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_stained_glass,Blue Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brown_stained_glass,Brown Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
green_stained_glass,Green Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_stained_glass,Red Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
black_stained_glass,Black Stained Glass,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
white_stained_glass_pane,White Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
orange_stained_glass_pane,Orange Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
magenta_stained_glass_pane,Magenta Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_blue_stained_glass_pane,Light Blue Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
yellow_stained_glass_pane,Yellow Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lime_stained_glass_pane,Lime Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
pink_stained_glass_pane,Pink Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
gray_stained_glass_pane,Gray Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_gray_stained_glass_pane,Light Gray Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cyan_stained_glass_pane,Cyan Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
purple_stained_glass_pane,Purple Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_stained_glass_pane,Blue Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brown_stained_glass_pane,Brown Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
green_stained_glass_pane,Green Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_stained_glass_pane,Red Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
black_stained_glass_pane,Black Stained Glass Pane,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
prismarine,Prismarine,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
prismarine_bricks,Prismarine Bricks,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dark_prismarine,Dark Prismarine,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
prismarine_stairs,Prismarine Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
prismarine_brick_stairs,Prismarine Brick Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dark_prismarine_stairs,Dark Prismarine Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
sea_lantern,Sea Lantern,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_sandstone,Red Sandstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,0.1,No,With Furnace Only,None,Yes
chiseled_red_sandstone,Chiseled Red Sandstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cut_red_sandstone,Cut Red Sandstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_sandstone_stairs,Red Sandstone Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
magma_block,Magma Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
nether_wart_block,Nether Wart Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
warped_wart_block,Warped Wart Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_nether_bricks,Red Nether Bricks,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
bone_block,Bone Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
shulker_box,Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
white_shulker_box,White Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
orange_shulker_box,Orange Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
magenta_shulker_box,Magenta Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_blue_shulker_box,Light Blue Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
yellow_shulker_box,Yellow Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lime_shulker_box,Lime Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
pink_shulker_box,Pink Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
gray_shulker_box,Gray Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_gray_shulker_box,Light Gray Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cyan_shulker_box,Cyan Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
purple_shulker_box,Purple Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_shulker_box,Blue Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brown_shulker_box,Brown Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
green_shulker_box,Green Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_shulker_box,Red Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
black_shulker_box,Black Shulker Box,Unstackable,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
white_glazed_terracotta,White Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
orange_glazed_terracotta,Orange Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
magenta_glazed_terracotta,Magenta Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
light_blue_glazed_terracotta,Light Blue Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
yellow_glazed_terracotta,Yellow Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
lime_glazed_terracotta,Lime Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
pink_glazed_terracotta,Pink Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
gray_glazed_terracotta,Gray Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
light_gray_glazed_terracotta,Light Gray Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
cyan_glazed_terracotta,Cyan Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
purple_glazed_terracotta,Purple Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
blue_glazed_terracotta,Blue Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
brown_glazed_terracotta,Brown Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
green_glazed_terracotta,Green Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
red_glazed_terracotta,Red Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
black_glazed_terracotta,Black Glazed Terracotta,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Furnace Only,No,None,Yes
white_concrete,White Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
orange_concrete,Orange Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
magenta_concrete,Magenta Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_blue_concrete,Light Blue Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
yellow_concrete,Yellow Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lime_concrete,Lime Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
pink_concrete,Pink Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
gray_concrete,Gray Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_gray_concrete,Light Gray Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cyan_concrete,Cyan Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
purple_concrete,Purple Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_concrete,Blue Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brown_concrete,Brown Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
green_concrete,Green Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_concrete,Red Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
black_concrete,Black Concrete,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
white_concrete_powder,White Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
orange_concrete_powder,Orange Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
magenta_concrete_powder,Magenta Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_blue_concrete_powder,Light Blue Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
yellow_concrete_powder,Yellow Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lime_concrete_powder,Lime Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
pink_concrete_powder,Pink Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
gray_concrete_powder,Gray Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
light_gray_concrete_powder,Light Gray Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cyan_concrete_powder,Cyan Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
purple_concrete_powder,Purple Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_concrete_powder,Blue Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brown_concrete_powder,Brown Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
green_concrete_powder,Green Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_concrete_powder,Red Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
black_concrete_powder,Black Concrete Powder,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
turtle_egg,Turtle Egg,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_tube_coral_block,Dead Tube Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_brain_coral_block,Dead Brain Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_bubble_coral_block,Dead Bubble Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_fire_coral_block,Dead Fire Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_horn_coral_block,Dead Horn Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
tube_coral_block,Tube Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brain_coral_block,Brain Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
bubble_coral_block,Bubble Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
fire_coral_block,Fire Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
horn_coral_block,Horn Coral Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
tube_coral,Tube Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brain_coral,Brain Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
bubble_coral,Bubble Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
fire_coral,Fire Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
horn_coral,Horn Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_brain_coral,Dead Brain Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_bubble_coral,Dead Bubble Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_fire_coral,Dead Fire Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_horn_coral,Dead Horn Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_tube_coral,Dead Tube Coral,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
tube_coral_fan,Tube Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
brain_coral_fan,Brain Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
bubble_coral_fan,Bubble Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
fire_coral_fan,Fire Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
horn_coral_fan,Horn Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_tube_coral_fan,Dead Tube Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_brain_coral_fan,Dead Brain Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_bubble_coral_fan,Dead Bubble Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_fire_coral_fan,Dead Fire Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dead_horn_coral_fan,Dead Horn Coral Fan,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
blue_ice,Blue Ice,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
conduit,Conduit,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
polished_granite_stairs,Polished Granite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_red_sandstone_stairs,Smooth Red Sandstone Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
mossy_stone_brick_stairs,Mossy Stone Brick Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
polished_diorite_stairs,Polished Diorite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
mossy_cobblestone_stairs,Mossy Cobblestone Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
end_stone_brick_stairs,End Stone Brick Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
stone_stairs,Stone Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_sandstone_stairs,Smooth Sandstone Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_quartz_stairs,Smooth Quartz Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
granite_stairs,Granite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
andesite_stairs,Andesite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_nether_brick_stairs,Red Nether Brick Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
polished_andesite_stairs,Polished Andesite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
diorite_stairs,Diorite Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cobbled_deepslate_stairs,Cobbled Deepslate Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
polished_deepslate_stairs,Polished Deepslate Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
deepslate_brick_stairs,Deepslate Brick Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
deepslate_tile_stairs,Deepslate Tile Stairs,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
polished_granite_slab,Polished Granite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_red_sandstone_slab,Smooth Red Sandstone Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
mossy_stone_brick_slab,Mossy Stone Brick Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
polished_diorite_slab,Polished Diorite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
mossy_cobblestone_slab,Mossy Cobblestone Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
end_stone_brick_slab,End Stone Brick Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_sandstone_slab,Smooth Sandstone Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
smooth_quartz_slab,Smooth Quartz Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
granite_slab,Granite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
andesite_slab,Andesite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
red_nether_brick_slab,Red Nether Brick Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
polished_andesite_slab,Polished Andesite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
diorite_slab,Diorite Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
cobbled_deepslate_slab,Cobbled Deepslate Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
polished_deepslate_slab,Polished Deepslate Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
deepslate_brick_slab,Deepslate Brick Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
deepslate_tile_slab,Deepslate Tile Slab,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,No
scaffolding,Scaffolding,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,2,Yes
redstone,Redstone Dust,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,With Blast Furnace,No,None,Yes
redstone_torch,Redstone Torch,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
redstone_block,Block of Redstone,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
repeater,Redstone Repeater,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
comparator,Redstone Comparator,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
piston,Piston,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
sticky_piston,Sticky Piston,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
slime_block,Slime Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
honey_block,Honey Block,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
observer,Observer,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
hopper,Hopper,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dispenser,Dispenser,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
dropper,Dropper,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lectern,Lectern,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
target,Target,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lever,Lever,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
lightning_rod,Lightning Rod,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
daylight_detector,Daylight Detector,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
sculk_sensor,Sculk Sensor,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
tripwire_hook,Tripwire Hook,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
trapped_chest,Trapped Chest,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,15,Yes
tnt,TNT,64,Yes,Yes,None,None,Inedible,No,4,1,4,1,No,Non-Smeltable,No,No,None,Yes
